RADIOBASE,TRAFICO_T,FECHA
CA1937QK003,14.35,2024-07-01
CA0002QK042,6.39,2024-07-01
CA2397QK002,108.85,2024-07-01
CA1982QK004,7.62,2024-07-01
231602QK004,275.79,2024-07-01
CA0411QK024,7.57,2024-07-01
CA1958QK025,7.97,2024-07-01
CA2389QK026,101.81,2024-07-01
CA2265QK003,37.84,2024-07-01
CA0319QK003,73.7,2024-07-01
CA0298QK023,54.95,2024-07-01
CA0298QK026,42.59,2024-07-01
CA1939QK026,92.69,2024-07-01
CA0239QK025,14.49,2024-07-01
CA0398QK001,31.86,2024-07-01
CA0337QK041,17.93,2024-07-01
CA0398QK006,73.47,2024-07-01
CA3008QK026,15.75,2024-07-01
CA0402QK004,51.16,2024-07-01
CA1887QK025,6.24,2024-07-01
CA2230QK023,89.84,2024-07-01
CA0413QK021,6.93,2024-07-01
CA0417QK042,21.37,2024-07-01
CA0305QK023,14.47,2024-07-01
CA2270QK041,48.16,2024-07-01
CA1452QK003,44.37,2024-07-01
CA2362QK006,45.15,2024-07-01
271459QK001,108.39,2024-07-01
CA2396QK003,6.5,2024-07-01
CA0350QK002,25.66,2024-07-01
CA1399QK002,10.39,2024-07-01
CA0410QK024,4.45,2024-07-01
CA0335QK043,7.64,2024-07-01
CA0209QK024,11.73,2024-07-01
CA0132QK005,142.24,2024-07-01
CA1456QK002,41.5,2024-07-01
CA0252QK011,56.18,2024-07-01
CA1958QK043,10.99,2024-07-01
CA0125QK002,39.9,2024-07-01
CA0405QK022,33.6,2024-07-01
CA2389QK001,30.66,2024-07-01
CA2392QK003,52.47,2024-07-01
CA0291QK006,52.53,2024-07-01
CA0340QK042,2.77,2024-07-01
CA0081QK011,56.94,2024-07-01
CA1664QK043,1.43,2024-07-01
CA1241QK003,76.45,2024-07-01
CA0206QK002,19.58,2024-07-01
CA0323QK001,4.17,2024-07-01
CA3777QK021,36.41,2024-07-01
CA0054QK024,19.17,2024-07-01
CA0281QK003,23.31,2024-07-01
CA1455QK023,106.53,2024-07-01
CA0387QK002,18.99,2024-07-01
CA0728QK024,59.52,2024-07-01
CA2264QK023,75.22,2024-07-01
CA0303QK023,10.52,2024-07-01
CA0203QK023,26.84,2024-07-01
CA0412QK022,7.25,2024-07-01
CA2362QK001,7.3,2024-07-01
CA0323QK022,20.14,2024-07-01
CA1953QK006,48.22,2024-07-01
CA0052QK003,29.67,2024-07-01
CA2270QK024,92.3,2024-07-01
CA0409QK003,24.21,2024-07-01
CA1938QK024,19.8,2024-07-01
CA2204QK024,86.94,2024-07-01
CA2247QK002,23.38,2024-07-01
CA2357QK042,12.29,2024-07-01
CA1663QK024,4.12,2024-07-01
CA0406QK024,8.88,2024-07-01
CA0046QK021,49.99,2024-07-01
CA0043QK006,64.9,2024-07-01
CA0728QK022,12.1,2024-07-01
CA2401QK026,313.44,2024-07-01
CA2356QK021,29.88,2024-07-01
CA0070QK024,10.38,2024-07-01
CA0058QK023,14.88,2024-07-01
CA0399QK023,13.16,2024-07-01
CA0209QK002,12.6,2024-07-01
CA2391QK002,7.9,2024-07-01
CA0034QK011,42.53,2024-07-01
CA0252QK003,9.63,2024-07-01
CA1664QK026,3.29,2024-07-01
CA1916QK021,114.72,2024-07-01
CA2462QK025,23,2024-07-01
CA2398QK021,107.8,2024-07-01
CA2388QK002,152.39,2024-07-01
CA2391QK024,20.18,2024-07-01
CA0289QK024,6.28,2024-07-01
CA0628QK001,54.04,2024-07-01
CA0319QK005,45.37,2024-07-01
CA0164QK001,21.55,2024-07-01
CA1456QK024,57.57,2024-07-01
CA0211QK021,13.39,2024-07-01
CA0009QK005,138.8,2024-07-01
CA1973QK025,29.16,2024-07-01
CA1886QK021,56.97,2024-07-01
CA2239QK025,14.85,2024-07-01
CA0406QK004,29.04,2024-07-01
CA2392QK025,21.86,2024-07-01
CA0275QK001,48.13,2024-07-01
CA1455QK001,7.83,2024-07-01
CA2264QK001,5.87,2024-07-01
CA0303QK001,22.99,2024-07-01
CA0203QK001,41.48,2024-07-01
CA1878QK022,8.55,2024-07-01
CA0411QK026,4.56,2024-07-01
CA1312QK002,38.93,2024-07-01
CA0206QK024,9.93,2024-07-01
CA2399QK002,12.33,2024-07-01
CA1947QK024,53.49,2024-07-01
CA2269QK042,150.78,2024-07-01
CA2244QK023,44.68,2024-07-01
CA2356QK043,11.06,2024-07-01
CA1456QK042,21.22,2024-07-01
CA0628QK023,66.11,2024-07-01
CA2401QK001,29.2,2024-07-01
CA0070QK002,46.68,2024-07-01
CA0928QK023,49.53,2024-07-01
CA0169QK043,33.97,2024-07-01
CA0335QK001,33.85,2024-07-01
CA0385QK001,67.95,2024-07-01
CA2390QK023,31.17,2024-07-01
CA0009QK026,64,2024-07-01
CA2403QK005,16.32,2024-07-01
CA0052QK025,16.31,2024-07-01
CA2200QK024,20.09,2024-07-01
CA2395QK003,9.48,2024-07-01
CA2211QK023,72.34,2024-07-01
CA1664QK001,28.27,2024-07-01
CA2397QK022,112.06,2024-07-01
CA0407QK043,3.73,2024-07-01
CA1450QK001,46.03,2024-07-01
CA0056QK005,61.57,2024-07-01
CA2401QK041,39.96,2024-07-01
CA0421QK002,29,2024-07-01
CA2276QK001,133.92,2024-07-01
CA2362QK023,22.95,2024-07-01
CA2241QK022,122.21,2024-07-01
304617QK102,17.42,2024-07-01
CA0414QK003,23.22,2024-07-01
CA2396QK023,66.8,2024-07-01
CA1974QK005,33.67,2024-07-01
204898QK010,1.35,2024-07-01
CA0411QK005,33.85,2024-07-01
CA1958QK003,35.88,2024-07-01
CA2389QK021,15.61,2024-07-01
CA1454QK022,18.76,2024-07-01
CA0312QK024,4.33,2024-07-01
CA0298QK001,46.93,2024-07-01
CA2387QK025,10.82,2024-07-01
CA0239QK006,11.47,2024-07-01
CA2042QK026,31.99,2024-07-01
CA0396QK022,8.71,2024-07-01
CA0202QK021,16.33,2024-07-01
CA0289QK002,32.64,2024-07-01
CA3008QK021,24.7,2024-07-01
CA0003QK024,35.86,2024-07-01
CA0274QK022,20.46,2024-07-01
CA0238QK025,21.59,2024-07-01
CA1887QK006,24.8,2024-07-01
CA2416QK006,4.3,2024-07-01
CA2230QK001,21.01,2024-07-01
CA2394QK005,70.9,2024-07-01
CA0413QK002,7.96,2024-07-01
CA0352QK001,22.23,2024-07-01
CA2262QK025,25.8,2024-07-01
CA0218QK006,57.81,2024-07-01
CA0164QK042,12.35,2024-07-01
CA0305QK004,15.59,2024-07-01
CA0405QK003,17.37,2024-07-01
CA2402QK041,2.86,2024-07-01
CA0300QK041,19.38,2024-07-01
CA0273QK001,35.01,2024-07-01
CA2323QK005,200.52,2024-07-01
CA1450QK024,19.26,2024-07-01
CA0337QK002,71.23,2024-07-01
CA0058QK001,18.41,2024-07-01
CA1452QK006,83.58,2024-07-01
CA2364QK026,28.51,2024-07-01
CA2042QK004,77.77,2024-07-01
CA2364QK022,21.92,2024-07-01
CA0060QK022,17.23,2024-07-01
CA2244QK004,85.25,2024-07-01
CA0072QK021,100.76,2024-07-01
CA0201QK005,31.11,2024-07-01
CA0281QK006,37.7,2024-07-01
CA0002QK025,16.12,2024-07-01
CA1937QK023,19.36,2024-07-01
CA0003QK002,19.64,2024-07-01
CA0273QK006,78.85,2024-07-01
CA0238QK003,72.67,2024-07-01
CA1982QK041,13.48,2024-07-01
CA2403QK041,10.01,2024-07-01
CA2393QK003,65.86,2024-07-01
CA0375QK002,55.93,2024-07-01
CA2390QK003,37.86,2024-07-01
CA0337QK043,104.89,2024-07-01
CA2265QK043,13.63,2024-07-01
CA0410QK025,2.82,2024-07-01
CA0236QK041,24.36,2024-07-01
CA2247QK026,20.84,2024-07-01
CA0300QK003,28.06,2024-07-01
CA1942QK003,35.87,2024-07-01
CA0398QK023,31.14,2024-07-01
CA3776QK021,63.14,2024-07-01
CA0402QK021,14.39,2024-07-01
CA1887QK042,18.02,2024-07-01
CA0272QK005,10.69,2024-07-01
CA2230QK026,74.89,2024-07-01
CA0413QK024,5.89,2024-07-01
CA2276QK026,29,2024-07-01
CA0414QK022,16.32,2024-07-01
CA2270QK002,140.79,2024-07-01
CA1938QK002,16.9,2024-07-01
CA2244QK026,39.91,2024-07-01
CA2357QK003,83.7,2024-07-01
CA1663QK002,23.9,2024-07-01
CA0046QK002,50.82,2024-07-01
CA0043QK001,54.05,2024-07-01
CA0628QK026,53.71,2024-07-01
CA2401QK021,117.73,2024-07-01
CA2323QK025,84.17,2024-07-01
CA0070QK005,88.6,2024-07-01
CA0058QK004,53.43,2024-07-01
CA0928QK026,44.66,2024-07-01
CA0399QK004,43.02,2024-07-01
CA0385QK041,50.8,2024-07-01
CA2390QK026,27.64,2024-07-01
CA0034QK003,116.09,2024-07-01
CA2204QK001,75.86,2024-07-01
CA2395QK006,37.06,2024-07-01
CA1664QK021,24.31,2024-07-01
CA1916QK002,60.48,2024-07-01
CA2462QK006,55.89,2024-07-01
CA2397QK025,106.73,2024-07-01
CA2391QK005,83.34,2024-07-01
CA1450QK004,43.36,2024-07-01
CA0336QK003,15.78,2024-07-01
CA0134QK002,12.49,2024-07-01
CA1456QK005,104.64,2024-07-01
CA0272QK002,10.17,2024-07-01
CA0211QK002,14.13,2024-07-01
CA0003QK026,15.12,2024-07-01
CA1973QK003,26.27,2024-07-01
CA1886QK002,68.68,2024-07-01
CA2239QK003,39.81,2024-07-01
CA0125QK005,87.78,2024-07-01
CA0405QK025,32.69,2024-07-01
CA2389QK004,96.49,2024-07-01
CA2392QK006,93.09,2024-07-01
CA0081QK023,9.52,2024-07-01
CA1878QK003,30.65,2024-07-01
CA1241QK023,50.13,2024-07-01
CA0206QK005,32.99,2024-07-01
CA2398QK026,33.74,2024-07-01
CA0323QK004,13.1,2024-07-01
CA3777QK024,33.27,2024-07-01
CA0054QK041,924.62,2024-07-01
CA1455QK026,93.31,2024-07-01
CA0387QK043,18.36,2024-07-01
CA0928QK001,17.49,2024-07-01
CA0412QK025,6.06,2024-07-01
CA2362QK004,16.86,2024-07-01
CA0323QK025,17.36,2024-07-01
CA0376QK002,53.18,2024-07-01
CA1953QK023,5.7,2024-07-01
CA0305QK026,18.39,2024-07-01
CA0052QK006,35.3,2024-07-01
CA2200QK002,37.25,2024-07-01
CA0409QK043,4.8,2024-07-01
CA1939QK001,43.71,2024-07-01
CA2394QK024,18.59,2024-07-01
CA2211QK001,30.35,2024-07-01
CA2247QK022,27.83,2024-07-01
CA1663QK041,45.97,2024-07-01
CA0407QK001,2.99,2024-07-01
CA0046QK024,39.77,2024-07-01
CA0045QK003,8.17,2024-07-01
CA2356QK024,29.5,2024-07-01
CA0058QK026,15.31,2024-07-01
CA0399QK026,16.53,2024-07-01
CA0209QK005,55.43,2024-07-01
CA0034QK023,84.3,2024-07-01
CA0252QK006,20.1,2024-07-01
CA0084QK003,14.93,2024-07-01
CA1916QK024,115.68,2024-07-01
CA3008QK002,42.1,2024-07-01
CA0169QK041,33.24,2024-07-01
CA2398QK024,117.63,2024-07-01
CA2388QK022,116.6,2024-07-01
CA2391QK041,146.63,2024-07-01
CA0291QK001,50.87,2024-07-01
CA0081QK003,10.77,2024-07-01
CA0319QK022,8.73,2024-07-01
CA3776QK041,101.74,2024-07-01
CA0211QK024,15.53,2024-07-01
CA0009QK022,56.08,2024-07-01
CA1886QK024,48.71,2024-07-01
CA0054QK002,1.7,2024-07-01
CA2241QK002,65.82,2024-07-01
CA2392QK042,2.02,2024-07-01
CA0276QK001,18.49,2024-07-01
CA1455QK004,15.85,2024-07-01
CA2264QK004,48.71,2024-07-01
CA0303QK004,10.4,2024-07-01
CA0203QK004,27.13,2024-07-01
CA1878QK025,6.98,2024-07-01
CA0412QK003,14.18,2024-07-01
CA2400QK002,29.25,2024-07-01
CA1953QK001,21.79,2024-07-01
CA0410QK026,1.37,2024-07-01
CA0410QK022,0,2024-06-30
CA0350QK041,8.29,2024-06-30
CA0426QK041,15,2024-06-30
CA3777QK001,12.06,2024-06-30
CA0211QK026,0.01,2024-06-30
CA0009QK024,32,2024-06-30
CA1886QK026,18.94,2024-06-30
CA0054QK021,6.7,2024-06-30
CA2241QK021,27.4,2024-06-30
CA0276QK003,33.6,2024-06-30
CA1455QK006,36.46,2024-06-30
CA0386QK002,6.84,2024-06-30
CA2264QK006,39.36,2024-06-30
CA0303QK006,41.09,2024-06-30
CA0203QK006,73.24,2024-06-30
CA0412QK005,17.27,2024-06-30
CA0323QK005,4.13,2024-06-30
CA2400QK021,55.35,2024-06-30
CA1953QK003,9.8,2024-06-30
CA2270QK021,37.38,2024-06-30
CA1938QK021,18.69,2024-06-30
CA2244QK042,23.09,2024-06-30
CA2357QK005,24.01,2024-06-30
CA1663QK021,4.21,2024-06-30
CA0406QK021,9.46,2024-06-30
CA2360QK042,21.89,2024-06-30
CA0046QK004,26.91,2024-06-30
CA0043QK003,36.41,2024-06-30
CA0728QK002,16.53,2024-06-30
CA2401QK023,251.02,2024-06-30
CA2356QK001,79.17,2024-06-30
CA0070QK021,10.21,2024-06-30
CA0058QK006,18.12,2024-06-30
CA1182QK002,107.28,2024-06-30
CA0399QK006,11.59,2024-06-30
CA0206QK025,9.97,2024-06-30
CA0385QK043,12.85,2024-06-30
CA2390QK042,28.94,2024-06-30
CA0034QK005,66.34,2024-06-30
CA2204QK003,32.1,2024-06-30
CA0414QK005,17.21,2024-06-30
CA2395QK042,47.65,2024-06-30
CA1664QK023,1.61,2024-06-30
CA1916QK004,289.92,2024-06-30
CA2462QK022,23.89,2024-06-30
CA2398QK001,41.56,2024-06-30
CA2391QK021,16.02,2024-06-30
CA0336QK042,9.07,2024-06-30
CA0289QK021,7.5,2024-06-30
CA0141QK001,13.2,2024-06-30
CA1456QK021,66.99,2024-06-30
CA0211QK004,15.9,2024-06-30
CA0009QK002,50.18,2024-06-30
CA1973QK022,27.82,2024-06-30
CA1886QK004,72.61,2024-06-30
CA2239QK022,16.34,2024-06-30
CA0125QK009,0,2024-06-30
CA0406QK001,15.39,2024-06-30
CA2392QK022,21.13,2024-06-30
CA0202QK024,13.35,2024-06-30
CA0081QK025,68.55,2024-06-30
CA1878QK005,15.57,2024-06-30
CA1241QK025,25.68,2024-06-30
CA0206QK021,8.92,2024-06-30
CA2398QK042,22.33,2024-06-30
CA3777QK026,94.32,2024-06-30
CA2269QK025,32.27,2024-06-30
CA0054QK043,20.89,2024-06-30
CA0628QK003,147.29,2024-06-30
CA1455QK042,124.81,2024-06-30
CA2400QK024,56.09,2024-06-30
CA0066QK005,81.81,2024-06-30
CA0928QK003,20.48,2024-06-30
CA2360QK003,26.9,2024-06-30
CA0323QK041,6.06,2024-06-30
CA0376QK041,35.92,2024-06-30
CA2403QK002,18.85,2024-06-30
CA0305QK042,4.95,2024-06-30
CA0052QK022,21.16,2024-06-30
CA2200QK021,24.44,2024-06-30
CA1939QK003,83.3,2024-06-30
CA2394QK026,7.67,2024-06-30
CA2211QK003,21.39,2024-06-30
CA0407QK003,16.35,2024-06-30
CA0046QK026,24.86,2024-06-30
CA0045QK005,2.72,2024-06-30
CA0335QK003,12.76,2024-06-30
CA2356QK026,25.4,2024-06-30
CA0060QK002,43.39,2024-06-30
CA0402QK002,22.63,2024-06-30
CA0209QK021,9.12,2024-06-30
CA0132QK002,111.11,2024-06-30
CA0252QK008,28.79,2024-06-30
CA1958QK026,52.36,2024-06-30
CA0105QK002,16.62,2024-06-30
CA1916QK026,13.36,2024-06-30
CA3008QK004,108.73,2024-06-30
CA0405QK005,60.94,2024-06-30
CA2388QK024,10.61,2024-06-30
CA2391QK043,34.8,2024-06-30
CA0291QK003,23.05,2024-06-30
CA0340QK002,13.74,2024-06-30
CA0081QK005,23.75,2024-06-30
CA1182QK003,64.03,2024-06-30
CA0203QK025,18.9,2024-06-30
CA0413QK043,6.7,2024-06-30
CA0319QK024,12.03,2024-06-30
CA2402QK002,25.59,2024-06-30
CA0414QK024,0.75,2024-06-30
CA1974QK002,7.62,2024-06-30
204898QK006,1.65,2024-06-30
CA0411QK002,11.05,2024-06-30
CA1953QK043,0.93,2024-06-30
CA1454QK005,27.47,2024-06-30
CA0312QK021,8.35,2024-06-30
CA0425QK042,11.21,2024-06-30
CA0291QK024,12.27,2024-06-30
CA2387QK022,12.98,2024-06-30
CA0239QK003,2.05,2024-06-30
CA2042QK023,17.09,2024-06-30
CA0396QK005,17.12,2024-06-30
CA0066QK001,48.88,2024-06-30
CA0072QK026,0.83,2024-06-30
CA0202QK004,65.82,2024-06-30
CA0288QK005,5.76,2024-06-30
CA1937QK042,9,2024-06-30
CA0003QK021,34.73,2024-06-30
CA0410QK023,0,2024-06-30
CA0274QK005,44.3,2024-06-30
CA0238QK022,19.8,2024-06-30
CA1887QK003,5.13,2024-06-30
CA2416QK003,6.64,2024-06-30
CA2394QK002,20.24,2024-06-30
CA2269QK022,36.67,2024-06-30
CA2262QK022,17.36,2024-06-30
CA1947QK022,40.74,2024-06-30
CA0218QK003,15.85,2024-06-30
CA0305QK001,12.69,2024-06-30
CA0399QK002,16.74,2024-06-30
CA2360QK043,38.38,2024-06-30
CA0402QK026,8.03,2024-06-30
CA0272QK024,1.76,2024-06-30
CA2323QK002,48.88,2024-06-30
CA1450QK021,11.55,2024-06-30
CA0056QK024,26.29,2024-06-30
CA0425QK001,25.89,2024-06-30
CA2276QK023,46.41,2024-06-30
CA2042QK001,26.55,2024-06-30
CA2364QK002,10.71,2024-06-30
CA0060QK009,71.86,2024-06-30
CA2244QK001,40.38,2024-06-30
CA0352QK003,1.01,2024-06-30
CA0072QK001,52.3,2024-06-30
CA0201QK002,11.54,2024-06-30
CA0002QK022,12.39,2024-06-30
CA1937QK003,15.28,2024-06-30
CA0002QK042,6.16,2024-06-30
CA2397QK002,85.97,2024-06-30
CA1982QK004,7.95,2024-06-30
231602QK004,289.73,2024-06-30
CA0411QK024,6.81,2024-06-30
CA1958QK025,8.69,2024-06-30
CA2389QK026,80.75,2024-06-30
CA2265QK003,31.73,2024-06-30
CA0319QK003,65.73,2024-06-30
CA0298QK023,45,2024-06-30
CA0298QK026,40.15,2024-06-30
CA1939QK026,71.32,2024-06-30
CA0239QK025,10.43,2024-06-30
CA0398QK001,33.83,2024-06-30
CA0337QK041,14.14,2024-06-30
CA0398QK006,62.27,2024-06-30
CA3008QK026,12.03,2024-06-30
CA0402QK004,11.77,2024-06-30
CA1887QK025,5.56,2024-06-30
CA2230QK023,65.4,2024-06-30
CA0413QK021,5.57,2024-06-30
CA0417QK042,16.48,2024-06-30
CA0305QK023,13,2024-06-30
CA2270QK041,20.23,2024-06-30
CA1452QK003,45.24,2024-06-30
CA2362QK006,29.37,2024-06-30
271459QK001,42.65,2024-06-30
CA0252QK001,5.02,2024-06-30
CA2396QK003,7.82,2024-06-30
CA0350QK002,43.41,2024-06-30
CA1399QK002,8.79,2024-06-30
CA0410QK024,0,2024-06-30
CA0335QK043,4.92,2024-06-30
CA0209QK024,6.43,2024-06-30
CA0132QK005,122.33,2024-06-30
CA1456QK002,49.29,2024-06-30
CA0252QK011,59.26,2024-06-30
CA1958QK043,13.98,2024-06-30
CA0125QK002,31.3,2024-06-30
CA0405QK022,33.42,2024-06-30
CA2389QK001,24.06,2024-06-30
CA2392QK003,23.31,2024-06-30
CA0291QK006,45.24,2024-06-30
CA0340QK042,3.09,2024-06-30
CA0081QK011,58.62,2024-06-30
CA1664QK043,1.47,2024-06-30
CA1241QK003,62.62,2024-06-30
CA0206QK002,20.96,2024-06-30
CA0323QK001,1.95,2024-06-30
CA3777QK021,30.3,2024-06-30
CA0054QK024,6.6,2024-06-30
CA0281QK003,22.28,2024-06-30
CA1455QK023,36.29,2024-06-30
CA0387QK002,20.75,2024-06-30
CA0728QK024,34.92,2024-06-30
CA2264QK023,36.55,2024-06-30
CA0303QK023,11.6,2024-06-30
CA0203QK023,14.87,2024-06-30
CA0412QK022,6.71,2024-06-30
CA2362QK001,6.41,2024-06-30
CA0323QK022,2.54,2024-06-30
CA1953QK006,35.59,2024-06-30
CA0052QK003,31.81,2024-06-30
CA2270QK024,41.73,2024-06-30
CA0409QK003,32.21,2024-06-30
CA1938QK024,23.01,2024-06-30
CA2204QK024,76.9,2024-06-30
CA2247QK002,17.32,2024-06-30
CA2357QK042,2.12,2024-06-30
CA1663QK024,3.63,2024-06-30
CA0406QK024,9.49,2024-06-30
CA0046QK021,22.36,2024-06-30
CA0043QK006,70.28,2024-06-30
CA0728QK022,7.97,2024-06-30
CA2401QK026,233.08,2024-06-30
CA2356QK021,32.16,2024-06-30
CA0070QK024,8.45,2024-06-30
CA0058QK023,6.37,2024-06-30
CA0399QK023,4.96,2024-06-30
CA0209QK002,13.45,2024-06-30
CA2391QK002,3.85,2024-06-30
CA0034QK011,45.84,2024-06-30
CA0252QK003,8.41,2024-06-30
CA1664QK026,1.22,2024-06-30
CA1916QK021,115.69,2024-06-30
CA2462QK025,22.29,2024-06-30
CA2398QK021,40.78,2024-06-30
CA2388QK002,82.15,2024-06-30
CA2391QK024,12.61,2024-06-30
CA0289QK024,7.57,2024-06-30
CA0628QK001,52.11,2024-06-30
CA0319QK005,48.79,2024-06-30
CA0164QK001,21.47,2024-06-30
CA1456QK024,63.1,2024-06-30
CA0211QK021,11.41,2024-06-30
CA0009QK005,121.5,2024-06-30
CA1973QK025,26.29,2024-06-30
CA1886QK021,40.1,2024-06-30
CA2239QK025,12.65,2024-06-30
CA0406QK004,28.41,2024-06-30
CA0389QK003,17.14,2024-06-30
CA2392QK025,16.89,2024-06-30
CA0275QK001,101.17,2024-06-30
CA1455QK001,13.34,2024-06-30
CA2264QK001,3.18,2024-06-30
CA0303QK001,6.52,2024-06-30
CA0203QK001,12.41,2024-06-30
CA1878QK022,8.36,2024-06-30
CA0411QK026,4.51,2024-06-30
CA1312QK002,32.73,2024-06-30
CA0206QK024,10.55,2024-06-30
CA2399QK002,15.61,2024-06-30
CA1947QK024,79.54,2024-06-30
CA2269QK042,106.18,2024-06-30
CA2244QK023,28.1,2024-06-30
CA2356QK043,3.68,2024-06-30
CA1456QK042,21.7,2024-06-30
CA0628QK023,48.7,2024-06-30
CA2401QK001,22.82,2024-06-30
CA0070QK002,45.2,2024-06-30
CA0928QK023,57.41,2024-06-30
CA0169QK043,34.72,2024-06-30
CA0335QK001,35.77,2024-06-30
CA0385QK001,52.69,2024-06-30
CA2390QK023,18.15,2024-06-30
CA0009QK026,60.81,2024-06-30
CA2403QK005,31.14,2024-06-30
CA0052QK025,17.01,2024-06-30
CA2200QK024,19.74,2024-06-30
CA2395QK003,5.76,2024-06-30
CA2211QK023,49.01,2024-06-30
CA1664QK001,23.98,2024-06-30
CA2397QK022,93.48,2024-06-30
CA0407QK043,4.54,2024-06-30
CA1450QK001,11.73,2024-06-30
CA0056QK005,62.49,2024-06-30
CA2401QK041,32.62,2024-06-30
CA0421QK002,26.85,2024-06-30
CA2276QK001,102.5,2024-06-30
CA2362QK023,20.58,2024-06-30
CA2241QK022,42.19,2024-06-30
304617QK102,29.53,2024-06-30
CA0414QK003,16.22,2024-06-30
CA2396QK023,71,2024-06-30
CA1974QK005,7.04,2024-06-30
204898QK010,0.42,2024-06-30
CA0411QK005,27.08,2024-06-30
CA1958QK003,46.84,2024-06-30
CA2389QK021,15.39,2024-06-30
CA1454QK022,16.18,2024-06-30
CA0312QK024,5.73,2024-06-30
CA0298QK001,70.61,2024-06-30
CA2387QK025,9.21,2024-06-30
CA0239QK006,9.36,2024-06-30
CA2042QK026,17.65,2024-06-30
CA0396QK022,7.8,2024-06-30
CA0202QK021,18.22,2024-06-30
CA0289QK002,38.39,2024-06-30
CA3008QK021,28.54,2024-06-30
CA0003QK024,39.32,2024-06-30
CA0274QK022,13.49,2024-06-30
CA0238QK025,18.59,2024-06-30
CA1887QK006,9,2024-06-30
CA2416QK006,6,2024-06-30
CA2230QK001,23.21,2024-06-30
CA2394QK005,48.88,2024-06-30
CA0413QK002,7.34,2024-06-30
CA0352QK001,14.18,2024-06-30
CA2262QK025,16.8,2024-06-30
CA0218QK006,38.44,2024-06-30
CA0164QK042,16.21,2024-06-30
CA0305QK004,17.52,2024-06-30
CA0405QK003,21.44,2024-06-30
CA2402QK041,3.17,2024-06-30
CA0300QK041,16.74,2024-06-30
CA0273QK001,30.94,2024-06-30
CA2323QK005,163.93,2024-06-30
CA1450QK024,8.22,2024-06-30
CA0337QK002,71.59,2024-06-30
CA0058QK001,10.37,2024-06-30
CA1452QK006,93.83,2024-06-30
CA2364QK026,28.72,2024-06-30
CA2042QK004,78.91,2024-06-30
CA2364QK022,22.47,2024-06-30
CA0060QK022,23.8,2024-06-30
CA2244QK004,41.79,2024-06-30
CA0072QK021,87.53,2024-06-30
CA0201QK005,29.4,2024-06-30
CA0281QK006,33.39,2024-06-30
CA0002QK025,13.05,2024-06-30
CA1937QK023,22.42,2024-06-30
CA0003QK002,57.91,2024-06-30
CA0273QK006,70.72,2024-06-30
CA0238QK003,57.63,2024-06-30
CA1982QK041,13.19,2024-06-30
CA2403QK041,4.8,2024-06-30
CA2393QK003,39.84,2024-06-30
CA0375QK002,51.83,2024-06-30
CA2390QK003,33.57,2024-06-30
CA0337QK043,56.1,2024-06-30
CA2265QK043,10.65,2024-06-30
CA0410QK025,0,2024-06-30
CA0236QK041,26.95,2024-06-30
CA2247QK026,19.86,2024-06-30
CA0300QK003,25.95,2024-06-30
CA1942QK003,28.77,2024-06-30
CA0398QK023,24.82,2024-06-30
CA3776QK021,33.38,2024-06-30
CA0402QK021,4.28,2024-06-30
CA1887QK042,2.48,2024-06-30
CA0272QK005,16.16,2024-06-30
CA2230QK026,60.64,2024-06-30
CA0413QK024,5.16,2024-06-30
CA2276QK026,34.04,2024-06-30
CA0414QK022,4.92,2024-06-30
CA0346QK043,9.21,2024-06-30
CA2270QK002,81.85,2024-06-30
CA1938QK002,14.47,2024-06-30
CA2244QK026,25.18,2024-06-30
CA2357QK003,39.46,2024-06-30
CA1663QK002,15.22,2024-06-30
CA0046QK002,39.44,2024-06-30
CA0043QK001,56.68,2024-06-30
CA0628QK026,38.25,2024-06-30
CA2401QK021,70.2,2024-06-30
CA2323QK025,53.02,2024-06-30
CA0070QK005,123.77,2024-06-30
CA0058QK004,26.94,2024-06-30
CA0928QK026,54.34,2024-06-30
CA0399QK004,33.67,2024-06-30
CA0385QK041,22.03,2024-06-30
CA2390QK026,15.29,2024-06-30
CA0034QK003,80,2024-06-30
CA2204QK001,54.23,2024-06-30
CA2395QK006,17.29,2024-06-30
CA1664QK021,17.97,2024-06-30
CA1916QK002,57.27,2024-06-30
CA2462QK006,54.57,2024-06-30
CA2397QK025,78.33,2024-06-30
CA2391QK005,76.39,2024-06-30
CA1450QK004,18.61,2024-06-30
CA0336QK003,17.31,2024-06-30
CA0134QK002,13.47,2024-06-30
CA1456QK005,123.11,2024-06-30
CA0272QK002,16.1,2024-06-30
CA0211QK002,11.07,2024-06-30
CA0003QK026,19.76,2024-06-30
CA1973QK003,17.89,2024-06-30
CA1886QK002,50.49,2024-06-30
CA0426QK003,17.32,2024-06-30
CA2239QK003,37.69,2024-06-30
CA0125QK005,82.73,2024-06-30
CA0405QK025,33.41,2024-06-30
CA2389QK004,87.85,2024-06-30
CA2392QK006,41.28,2024-06-30
CA0081QK023,8.66,2024-06-30
CA1878QK003,23.08,2024-06-30
CA1241QK023,39.59,2024-06-30
CA0206QK005,33.28,2024-06-30
CA2398QK026,29.41,2024-06-30
CA0323QK004,2.75,2024-06-30
CA3777QK024,23.7,2024-06-30
CA0054QK041,58.16,2024-06-30
CA1455QK026,34.73,2024-06-30
CA0387QK043,19.29,2024-06-30
CA0928QK001,12.02,2024-06-30
CA0412QK025,5.17,2024-06-30
CA2362QK004,13.83,2024-06-30
CA0323QK025,1.6,2024-06-30
